rec_id,state,county,site_name,devel,latitude,longitude,oremin,assocmin,hostrock,source
397,UT,"Salt Lake","Bingham stock",occurrence,40.517,-112.157,"asbestos"""", finely fibrous actinolite","numerous minerals reported--see Hunt (1924), Lanier and others (1978), Reid (1978), Atkinson and Einaudi (1978)","dolomitic copper skarn",ofr20081095
398,UT,Davis,"occurrences in Bair Canyon",occurrence,41.041,-111.859,"slip-fiber tremolite asbestos, fibrous actinolite","microcline feldspar, quartz, actinolite, mica, pyrite","pegmatite sill",ofr20081095
399,UT,"Box Elder","Pack Rat tremolite prospect","past prospect",41.1994,-113.3375,"tremolite asbestos",dolomite,"dolomitic marble",ofr20081095
400,AL,Tallapoosa,"Camp Hill Road properties",occurrence,32.867,-85.618,"anthophyllite asbestos","chlorite, enstatite, talc","pyroxenite, amphibolite",ofr20051189
401,AL,Tallapoosa,"Perry Wise-Sanders property","past prospect",32.887,-85.757,"anthophyllite asbestos","talc, chlorite, vermiculite, enstatite, hornblende, hypersthene, tremolite","amphibolite, """"enstatite rock"""", serpentinite, pyroxenite",ofr20051189
402,AL,Tallapoosa,"W.B. Railey property",occurrence,32.899,-85.736,"anthophyllite asbestos","talc, chlorite, vermiculite, hornblende, actinolite, mica","hornblende gneiss, amphibolite, pyroxenite, hornblende gabbro, hornblende diorite, actinolite schist",ofr20051189
403,AL,Tallapoosa,"Sorrell Estate property","past prospect",32.912,-85.697,"anthophyllite asbestos","talc, enstatite, hypersthene, bronzite, corundum, chlorite, vermiculite, tremolite","hornblende gabbro, hornblende gneiss, hornblende diorite, actinolite schist, pyroxenite",ofr20051189
404,AL,Tallapoosa,"Fargarson property",occurrence,32.92,-85.686,"anthophyllite asbestos","talc, chlorite","pyroxenite, amphibolite, hornblende gabbro",ofr20051189
405,AL,Tallapoosa,"Clem Vines property, south area","past prospect",32.922,-85.615,"anthophyllite asbestos","enstatite, hypersthene, talc","pyroxenite, biotite gneiss",ofr20051189
406,AL,Tallapoosa,"Clarence Ware property",occurrence,32.922,-85.604,"anthophyllite asbestos","enstatite, talc","pyroxenite, amphibolite",ofr20051189
407,AL,Tallapoosa,"Garfield Heard property","past prospect",32.923,-85.622,"anthophyllite asbestos","talc, chlorite, vermiculite, enstatite","pyroxenite, actinolite-hornblende amphibolite",ofr20051189
408,AL,Tallapoosa,"George Sims property","past prospect",32.924,-85.618,"anthophyllite asbestos","enstatite, hypersthene, talc","pyroxenite, actinolite-hornblende schist, hornblende gneiss",ofr20051189
409,AL,Tallapoosa,"Pettus Harris property","past prospect",32.925,-85.6,"anthophyllite asbestos",talc,"amphibolite, pyroxenite, mica schist, hornblende gneiss",ofr20051189
410,AL,Tallapoosa,"Prather property","past prospect",32.926,-85.649,"anthophyllite asbestos","talc, enstatite, hypersthene, corundum, pyroxenes","pyroxenite, amphibolite, biotite gneiss, hornblende diorite, mica schist",ofr20051189
411,AL,Tallapoosa,"Clema Smith property",occurrence,32.926,-85.643,"anthophyllite asbestos","talc, pyroxenes","pyroxenite, hornblende gneiss",ofr20051189
412,AL,Tallapoosa,"Clem Vines property, north area","past prospect",32.928,-85.615,"anthophyllite asbestos",talc,"amphibolite, mica schist, biotite gneiss, pyroxenite",ofr20051189
413,AL,Tallapoosa,"Knight property",occurrence,32.929,-85.668,"anthophyllite asbestos","talc, enstatite, hypersthene, olivine","pyroxenite, amphibolite, hornblende gabbro, hornblende gneiss",ofr20051189
414,AL,Tallapoosa,"Walker property","past prospect",32.933,-85.659,"anthophyllite asbestos","talc, pyroxenes","pyroxenite, serpentinite, hornblende gneiss, hornblende gabbro",ofr20051189
415,AL,Chambers,"unnamed occurrence",occurrence,32.936,-85.579,"anthophyllite asbestos",talc,"ultramafic intrusives",ofr20051189
416,AL,Tallapoosa,"Estes property",occurrence,32.938,-85.634,"anthophyllite asbestos","enstatite, hypersthene, talc, actinolite, chlorite",pyroxenite,ofr20051189
417,AL,Tallapoosa,"Coosa River News Print property","past prospect",32.94,-85.623,"anthophyllite asbestos","enstatite, hypersthene, bronzite, talc, serpentine, tourmaline",pyroxenite,ofr20051189
418,AL,Tallapoosa,"Jennings-Satterwhite properties",occurrence,32.94,-85.602,"anthophyllite asbestos","talc, pyroxenes","serpentinite, pyroxenite",ofr20051189
419,CT,Litchfield,"unnamed mine","past producer",41.8423,-72.9834,"anthophyllite asbestos","serpentine, chlorite, garnet",metaperidotite,ofr20051189
420,DE,"New Castle","Mount Cuba serpentine body",occurrence,39.795,-75.625,asbestos,"serpentine, talc, magnetite, augite, olivine, magnesite, anthophyllite, marmolite",serpentinite,ofr20051189
421,GA,Troup,"G.I. Bryan property","past prospect",32.88,-84.92,"anthophyllite asbestos","talc, olivine, enstatite, chromite, picotite, vermiculite",pyroxenite,ofr20051189
422,GA,Troup,"Mrs. W.M. Higginbothem property","past prospect",32.9,-85.16,"cross-fiber asbestos","pyroxenes, talc, chlorite, amphibole","amphibolite, pyroxenite",ofr20051189
423,GA,Troup,"Mrs. Leila Beasley property","past prospect",33.08,-84.916,"anthophyllite asbestos","talc, quartz, chromite",peridotite,ofr20051189
424,GA,Meriwether,"Joseph L. Chambless property","past producer",33.11,-84.66,"anthophyllite asbestos","talc, quartz",peridotite,ofr20051189
425,GA,Meriwether,"Thrash prospect","past producer",33.11,-84.64,"anthophyllite asbestos","not reported","not reported",ofr20051189
426,GA,Meriwether,"Primrose Siding",occurrence,33.15,-84.74,"anthophyllite asbestos","talc, olivine, serpentine","ultramafic intrusion",ofr20051189
427,GA,Meriwether,"Mrs. Mildred Camp property","past prospect",33.21,-84.74,"cross- and slip-fiber asbestos",talc,"not reported",ofr20051189
428,GA,Coweta,"J.A.R. Camp property","past prospect",33.25,-84.76,"anthophyllite asbestos","talc, chlorite, tremolite","not reported",ofr20051189
429,GA,Coweta,"P.H. Hawk property","past prospect",33.3,-84.85,"anthophyllite asbestos","talc, chlorite","not reported",ofr20051189
430,GA,Hancock,"Moses W. Harris property",occurrence,33.33,-83.08,"anthophyllite asbestos","chlorite, """"amphibole of the hornblende group"""", olivine, magnetite, talc, carbonates, quartz","olivine gabbro",ofr20051189
431,GA,Fulton,"T.D. Longino property","past prospect",33.62,-84.52,"anthophyllite asbestos","talc, olivine","peridotite, hornblende gneiss",ofr20051189
432,GA,DeKalb,"Soapstone Ridge occurrences",occurrence,33.653,-84.337,"tremolite asbestos","talc, chlorite, cummingtonite, anthophyllite, goethite, hematite, magnetite","ultramafic rocks",ofr20051189
433,GA,Fulton,"unnamed occurrence",occurrence,33.701,-84.389,asbestos,"not reported",pyroxenite,ofr20051189
434,GA,Carroll,"unnamed prospect","past prospect",33.723,-84.933,"anthophyllite asbestos, chrysotile","antigorite, chlorite, enstatite, talc",metaperidotite,ofr20051189
435,GA,Carroll,"unnamed prospect","past prospect",33.735,-84.917,"anthophyllite asbestos","antigorite, chlorite, enstatite, talc",metaperidotite,ofr20051189
436,GA,Cobb,"J.H. Cantrell's property","past prospect",33.85,-84.53,"anthophyllite asbestos","talc, chlorite, actinolite",harzburgite,ofr20051189
437,GA,Barrow,"L.M. Arnold and E.R. Arnold properties","past producer",33.98,-83.58,"anthophyllite asbestos, chrysotile","talc, olivine, chlorite","not reported",ofr20051189
438,GA,Hall,"unnamed prospect","past prospect",34.29,-83.86,"anthophyllite asbestos","talc, clay, chlorite, corundum, margarite",peridotite,ofr20051189
439,GA,Lumpkin,"unnamed prospect","past prospect",34.446,-83.962,"slip-fiber asbestos",talc,"not reported",ofr20051189
440,GA,White,"Sall Mountain Company property","past producer",34.639,-83.753,asbestos,talc,"not reported",ofr20051189
441,GA,Habersham,"Asbestos Mining and Manufacturing Co. (Hollywood) mine","past producer",34.646,-83.451,"anthophyllite asbestos","olivine, actinolite, magnesite, talc, chlorite, serpentine, magnetite, chromite",peridotite,ofr20051189
442,GA,Habersham,"J.J. Holcomb property",occurrence,34.65,-83.66,"mass-fiber asbestos",talc,"not reported",ofr20051189
443,GA,White,"Calhoun Mining Company property",occurrence,34.66,-83.715,"anthophyllite asbestos","talc, chlorite","ultramafic intrusion",ofr20051189
444,GA,White,"Sall Mountain mine","past producer",34.662,-83.685,"anthophyllite asbestos","talc, dolomite, chlorite, serpentine, magnetite, pyrite",amphibolite,ofr20051189
445,GA,Habersham,"A.E. Berrong property","past producer",34.702,-83.624,"anthophyllite asbestos","olivine, serpentine","serpentinite, dunite",ofr20051189
446,GA,Habersham,"G.L. Lyons property","past prospect",34.707,-83.624,"anthophyllite asbestos","talc, chlorite","basic rock",ofr20051189
447,GA,White,"John Martin prospects","past prospect",34.749,-83.631,"anthophyllite asbestos","talc, corundum, chlorite, limonite, magnetite",peridotite,ofr20051189
448,GA,White,"Mack Mountain (Wykle) prospect","past prospect",34.751,-83.636,"anthophyllite asbestos","talc, olivine","peridotite, pyroxenite",ofr20051189
449,GA,White,"unnamed prospect","past prospect",34.7517,-83.6464,asbestos,talc,"ultramafic rocks",ofr20051189
450,GA,Habersham,"unnamed prospect","past prospect",34.7593,-83.5907,asbestos,"not reported","ultramafic rocks",ofr20051189
451,GA,Habersham,"unnamed prospects","past prospect",34.7693,-83.5881,"chrysotile (""""fibrous serpentine"""")",garnet,"ultramafic rocks",ofr20051189
452,GA,Murray,"W.Z. Latch property",occurrence,34.775,-84.713,chrysotile,"antigorite, talc",serpentinite,ofr20051189
453,GA,Rabun,"R.V. Taylor prospect","past prospect",34.803,-83.347,"anthophyllite asbestos","not reported","not reported",ofr20051189
454,GA,Rabun,"George Lowell prospect","past prospect",34.822,-83.496,"anthophyllite asbestos",talc,"ultramafic intrusion",ofr20051189
455,GA,Rabun,"H.V.M. Miller mine","past producer",34.874,-83.5745,"anthophyllite asbestos","talc, chlorite, olivine",dunite,ofr20051189
456,GA,Rabun,"Andrew Gennett property","past producer",34.889,-83.329,"anthophyllite asbestos","talc, vermiculite","basic dike",ofr20051189
457,GA,Rabun,"Chattooga River prospect","past producer",34.917,-83.187,"anthophyllite asbestos","not reported","not reported",ofr20051189
458,GA,Rabun,"Pig Pen Mountain locality",occurrence,34.93,-83.17,"mass-fiber asbestos","enstatite, olivine",pyroxenite,ofr20051189
459,GA,Rabun,"Nicholson estate mine","past producer",34.939,-83.173,"anthophyllite asbestos","talc, chlorite, serpentine, magnetite",peridotite,ofr20051189
460,GA,Rabun,"Laurel Creek mine","past producer",34.948,-83.177,"anthophyllite asbestos","olivine, diopside, antigorite, corundum, talc, vermiculite, chromite","dunite, peridotite",ofr20051189
461,GA,Rabun,"unnamed prospect","past prospect",34.95,-83.25,"cross- and slip-fiber asbestos",olivine,peridotite,ofr20051189
462,GA,Towns,"Thomas Edwards property","past prospect",34.952,-83.798,"anthophyllite asbestos","not reported","not reported",ofr20051189
463,GA,Rabun,"Reid mine","past producer",34.955,-83.173,"anthophyllite asbestos","vermiculite, chlorite","ultramafic intrusion",ofr20051189
464,GA,Rabun,"A.A. Darnell property","past prospect",34.959,-83.311,"anthophyllite asbestos","olivine, magnetite, chromite, tremolite or cummingtonite, magnesite, chlorite, talc",dunite,ofr20051189
465,GA,Rabun,"L.D. Garland property","past producer",34.97,-83.46,"mass-fiber asbestos",talc,intrusion,ofr20051189
466,GA,Rabun,"Hicks Asbestos mine","past producer",34.97,-83.151,"anthophyllite asbestos","vermiculite, olivine, enstatite","ultramafic intrusion",ofr20051189
467,GA,Rabun,"Mrs. Margaret Beavett property","past prospect",34.979,-83.423,"anthophyllite asbestos","talc, chlorite, corundum","basic rock intrusion",ofr20051189
468,GA,Rabun,"McCoy mine","past producer",34.979,-83.419,"anthophyllite asbestos","talc, chlorite, vermiculite",peridotite,ofr20051189
469,GA,Towns,"Bell Creek mine",occurrence,34.98,-83.734,"anthophyllite asbestos","corundum, chlorite, talc, olivine, serpentine, amphibole, magnetite",dunite,ofr20051189
470,GA,Rabun,"Dillard prospect","past producer",34.984,-83.415,"anthophyllite asbestos","corundum, olivine, serpentine, talc, vermiculite","basic intrusion",ofr20051189
471,GA,Rabun,"R.H. Lamb property","past prospect",34.99,-83.44,"mass-fiber asbestos","talc, corundum, serpentine",peridotite,ofr20051189
472,GA,Rabun,"Frank Kelly prospect","past prospect",34.99,-83.318,"anthophyllite asbestos","chlorite, olivine, serpentine, vermiculite, talc","ultramafic intrusion",ofr20051189
473,MA,Hampshire,"Pelham asbestos quarry","past producer",42.35,-72.441,"anthophyllite asbestos, chrysotile","antigorite, olivine, enstatite, chromite, magnetite, talc, chlorite, anorthite, rutile, tourmaline, allanite, apatite, zoisite, biotite, vermiculite, actinolite, corundum, hornblende, epidote",metaharzburgite,ofr20051189
474,MA,Berkshire,"Hinsdale mine","past producer",42.4787,-73.127,"anthophyllite asbestos","serpentine, actinolite, tremolite, talc, chromite","meta-ultramafic rock",ofr20051189
475,MA,Franklin,"New Salem serpentinite body",occurrence,42.505,-72.305,"anthophyllite asbestos","olivine, clinochlore, talc",metaperidotite,ofr20051189
476,MA,Berkshire,"North Mountain dunite",occurrence,42.5272,-73.1667,chrysotile,serpentine,dunite,ofr20051189
477,MD,Montgomery,"Hunting Hill quarry",occurrence,39.0806,-77.2239,chrysotile,"numerous minerals reported--see Bernstein (1980, p. 71-76) and Larrabee (1969)","serpentinite, rodingite",ofr20051189
478,MD,Montgomery,"Muddy Branch talc prospect",occurrence,39.088,-77.275,"amphibole asbestos",talc,serpentinite,ofr20051189
479,MD,Howard,"unnamed occurrence",occurrence,39.25,-76.764,"anthophyllite asbestos",talc,cortlandite,ofr20051189
480,MD,Baltimore,"Gwynn Falls gneiss quarry",occurrence,39.2895,-76.6678,"tremolite asbestos","numerous minerals reported--see Ostrander and Price (1940, p. 16)","not reported",ofr20051189
481,MD,Howard,"National Park Service quarry",occurrence,39.29,-76.79,chrysotile,"picrolite, williamsite, antigorite, talc, psilomelane",serpentinite,ofr20051189
482,MD,Howard,"Daniels quarry (Alberton deposit)","past producer",39.317,-76.814,"anthophyllite asbestos",rutile,"serpentinite, """"schistose actinolite",ofr20051189
483,MD,Baltimore,"Bok asbestos mine","past producer",39.3183,-76.7883,"anthophyllite asbestos","talc, actinolite-tremolite, chlorite, magnetite","gabbro, pyroxenite",ofr20051189
484,MD,Baltimore,"unnamed prospect at Powhatan","past prospect",39.32,-76.73,"tremolite asbestos","not reported","not reported",ofr20051189
485,MD,Baltimore,"Bare Hills serpentine quarries and Bare Hills chrome mine",occurrence,39.385,-76.663,chrysotile,"numerous minerals reported--see Ostrander and Price (1940, p. 27, 29)","not reported",ofr20051189
486,MD,Carroll,"Springfield iron-copper mine",occurrence,39.39,-76.97,"actinolite asbestos","numerous minerals reported--see Ostrander and Price (1940, p. 42)","not reported",ofr20051189
487,MD,Carroll,"Mineral Hill mine",occurrence,39.44,-76.93,"hornblendic asbestos","numerous minerals reported--see Ostrander and Price (1940, p. 42, 44)","not reported",ofr20051189
488,MD,Baltimore,"Delight quarry",occurrence,39.44,-76.8289,chrysotile,"serpentine, magnesite, opal, deweylite, chalcedony, quartz, calcite, chromite, rutile, garnierite, chlorite, dolomite, limonite, magnetite",serpentinite,ofr20051189
489,MD,Harford,"Reed chrome mine",occurrence,39.612,-76.456,chrysotile,"chromite, talc, kammererite, chromian antigorite, serpentine, rhodochrome, brucite, magnesite, limonite, williamsite, picrolite, baltimorite, chalcedony",serpentinite,ofr20051189
490,MD,Harford,"unnamed occurrences near Mine Fields",occurrence,39.639,-76.36,asbestos,"quartz, chalcedony, opal, magnetite, hematite, tourmaline, graphite, jasper, pyrolusite, goethite, chromite, deweylite, magnesite, marmolite, bronzite, enstatite, talc",serpentinite,ofr20051189
491,MD,Harford,"Dublin talc quarries",occurrence,39.651,-76.285,"anthophyllite asbestos, chrysotile","talc, antigorite, vermiculite, actinolite, ankerite, dolomite, calcite, chlorite, chromite, magnesite, limonite",serpentinite,ofr20051189
492,MD,Harford,"unnamed occurrences near Clermont Mills",occurrence,39.66,-76.45,asbestos,"actinolite, talc, epidote, smaragdite","not reported",ofr20051189
493,MD,Harford,"Neikirk mine","past producer",39.697,-76.384,"tremolite asbestos, anthophyllite asbestos","not reported","not reported",ofr20051189
494,MD,Harford,"Jenkins (Todd) mine","past producer",39.699,-76.377,"tremolite asbestos, anthophyllite asbestos","talc, dolomite, calcite, actinolite, limonite, malachite, tetrahedrite, picrolite, quartz, psilomelane",dunite,ofr20051189
495,MD,Cecil,"Bald Friar quarries",occurrence,39.699,-76.207,asbestos,"serpentine, talc, pyrite, albite",serpentinite,ofr20051189
496,MD,Cecil,"Conowingo Marble and Mineral Company serpentine quarry",occurrence,39.709,-76.187,chrysotile,"antigorite, talc, chromite, calcite",serpentinite,ofr20051189
497,MD,Cecil,"Weiant (Wiant) serpentine quarry",occurrence,39.71,-76.191,chrysotile,"numerous minerals reported--see Ostrander and Price (1940, p. 59)",serpentinite,ofr20051189
498,MD,Harford,"Cardiff serpentine quarry",occurrence,39.72,-76.34,chrysotile,"antigorite, magnetite, chlorite, carbonate",serpentinite,ofr20051189
499,ME,Hancock,"Deer Isle serpentine",occurrence,44.259,-68.636,chrysotile,"serpentine, magnetite, olivine, pyroxene, amphibole, chlorite, muscovite",serpentinite,ofr20051189
500,ME,Hancock,"Traprock quarry",occurrence,44.2854,-68.7026,chrysotile,"serpentine, magnetite, magnesite, olivine, pyroxene, amphibole",serpentinite,ofr20051189
501,ME,Hancock,"Little Deer Isle serpentine body",occurrence,44.293,-68.706,chrysotile,"picrolite, diallage, pyrite, magnetite",serpentinite,ofr20051189
502,ME,Franklin,"serpentine body",occurrence,45.2232,-70.7397,clinochrysotile,"serpentine, chlorite, magnesite, talc, carbonate, chromite, muscovite, olivine, orthopyroxene, epidote, sulfides",serpentinite,ofr20051189
503,ME,Franklin,"Alder Stream area serpentine",occurrence,45.2275,-70.6606,clinochrysotile,"serpentine, chlorite, magnesite, talc, carbonate, chromite, muscovite, olivine, orthopyroxene, epidote, sulfides",serpentinite,ofr20051189
504,ME,Franklin,"Tea Pond area serpentine",occurrence,45.23,-70.5303,clinochrysotile,"serpentine, chlorite, magnesite, talc, carbonate, chromite, muscovite, olivine, orthopyroxene, epidote, sulfides",serpentinite,ofr20051189
505,ME,Franklin,"serpentinite outcrop",occurrence,45.2302,-70.8121,clinochrysotile,"serpentine, talc, magnesite(?), magnetite, clinopyroxene, olivine",serpentinite,ofr20051189
506,ME,Franklin,"serpentinite outcrop",occurrence,45.2317,-70.7909,clinochrysotile,"serpentine, magnesite(?), talc, magnetite",serpentinite,ofr20051189
507,ME,Franklin,"serpentinite outcrop at top of 2,720-foot knob",occurrence,45.2357,-70.7677,clinochrysotile,"serpentine, magnetite, talc, olivine",serpentinite,ofr20051189
508,ME,Oxford,"serpentinite outcrop",occurrence,45.2385,-70.8313,clinochrysotile,"serpentine, magnesite(?), magnetite",serpentinite,ofr20051189
509,ME,Franklin,"Little Tea Pond area serpentine",occurrence,45.2393,-70.5399,clinochrysotile,"serpentine, chlorite, magnesite, talc, carbonate, chromite, muscovite, olivine, orthopyroxene, epidote, sulfides",serpentinite,ofr20051189
510,ME,Franklin,"Greenbush Mountain area serpentine",occurrence,45.2393,-70.5308,clinochrysotile,"serpentine, chlorite, magnesite, talc, carbonate, chromite, muscovite, olivine, orthopyroxene, epidote, sulfides",serpentinite,ofr20051189
511,ME,Somerset,"Little Spencer Stream serpentine","past prospect",45.3256,-70.259,chrysotile,"serpentine, dolomite, talc, magnetite, pyrite",serpentinite,ofr20051189
512,ME,Somerset,"Stony Brook Mountain serpentine",occurrence,45.3276,-70.1844,chrysotile,"serpentine, dolomite, talc, magnetite, pyrite",serpentinite,ofr20051189
513,ME,Oxford,"serpentine body",occurrence,45.335,-70.993,clinochrysotile,"serpentine, carbonate, talc, magnetite",serpentinite,ofr20051189
514,ME,Somerset,"Eagle Pond serpentine",occurrence,45.345,-70.22,"asbestos fibers",serpentine,serpentinite,ofr20051189
515,ME,Somerset,"Lower Enchanted Pond serpentine",occurrence,45.356,-70.128,"cross-fiber asbestos",serpentine,serpentinite,ofr20051189
516,ME,Franklin,"serpentinite body",occurrence,45.3678,-70.7874,chrysotile,"serpentine, carbonate, talc, magnetite",serpentinite,ofr20051189
517,ME,Franklin,"serpentinite body",occurrence,45.3764,-70.7904,chrysotile,"serpentine, carbonate, talc, magnetite",serpentinite,ofr20051189
518,ME,Franklin,"serpentinite body",occurrence,45.3904,-70.7944,chrysotile,"serpentine, carbonate, talc, magnetite",serpentinite,ofr20051189
519,ME,Franklin,"serpentinite body",occurrence,45.4027,-70.7843,chrysotile,"serpentine, carbonate, talc, magnetite",serpentinite,ofr20051189
520,ME,Aroostook,"Porcupine Hill serpentinite",occurrence,46.4435,-67.996,chrysotile,"antigorite, magnesite, magnetite, chromite",serpentinite,ofr20051189
521,NC,Macon,"Peterman mine","past producer",35.009,-83.382,"anthophyllite asbestos",talc,"dunite or peridotite",ofr20051189
522,NC,Macon,"Commissioner Creek prospect","past producer",35.01,-83.402,"anthophyllite asbestos","tremolite, olivine, chlorite, talc, serpentine, magnesite, magnetite, limonite",peridotite,ofr20051189
523,NC,Jackson,"Round Mountain mine","past producer",35.029,-83.033,"anthophyllite asbestos","not reported","peridotite, dunite",ofr20051189
524,NC,Jackson,"Coldsides Mountain mine","past producer",35.036,-83.081,"anthophyllite asbestos","chlorite, vermiculite",peridotite,ofr20051189
525,NC,Jackson,"Jennings No. 2 mine","past producer",35.052,-83.055,"anthophyllite asbestos","enstatite, olivine, corundum","not reported",ofr20051189
526,NC,Jackson,"Jennings No. 1 mine","past producer",35.052,-83.054,"anthophyllite asbestos","chlorite, vermiculite, tourmaline, garnet",peridotite,ofr20051189
527,NC,Transylvania,"L.E. Cash property","past prospect",35.086,-82.988,"anthophyllite asbestos","not reported","not reported",ofr20051189
528,NC,Transylvania,"Miller mine","past producer",35.095,-83.006,"anthophyllite asbestos","enstatite, talc, chlorite, serpentine, olivine, magnetite, chromite, pyrite",pyroxenite,ofr20051189
529,NC,Jackson,"Bad Creek prospect","past prospect",35.1,-83.018,"anthophyllite asbestos","corundum, chlorite, vermiculite, olivine, tremolite, talc, limonite, magnetite, magnesite","not reported",ofr20051189
530,NC,Transylvania,"Socrates corundum mine",occurrence,35.1,-83.014,"anthophyllite asbestos","corundum, talc, magnesite, serpentine, olivine, tremolite, chlorite, magnetite, chromite, limonite","dunite or peridotite",ofr20051189
531,NC,Transylvania,"Oakland mine","past producer",35.114,-82.983,"anthophyllite asbestos","enstatite, tremolite, talc, chlorite, actinolite, olivine",pyroxenite,ofr20051189
532,NC,Jackson,"Sapphire mine","past producer",35.118,-83.006,"anthophyllite asbestos",enstatite,"dunite, pyroxenite",ofr20051189
533,NC,Jackson,"Asbestos mine","past producer",35.1181,-83.0105,"anthophyllite asbestos","olivine, chromite, magnetite, talc, chlorite, vermiculite",dunite,ofr20051189
534,NC,Jackson,"Hogback Creek mine","past prospect",35.119,-83.005,"anthophyllite asbestos","not reported","not reported",ofr20051189
535,NC,Jackson,"Rattlesnake corundum mine",occurrence,35.126,-83.005,"anthophyllite asbestos","corundum, enstatite, olivine, talc, chlorite, serpentine, magnetite","not reported",ofr20051189
536,NC,Jackson,"Brockton mine","past producer",35.128,-83.001,"anthophyllite asbestos","corundum, enstatite, magnesite, magnetite","ultramafic rocks",ofr20051189
537,NC,Macon,"unnamed prospect","past prospect",35.131,-83.287,asbestos,"not reported","not reported",ofr20051189
538,NC,Jackson,"Manus mine","past producer",35.133,-83.175,"anthophyllite asbestos","vermiculite, talc",peridotite,ofr20051189
539,NC,Jackson,"Bryson mine","past producer",35.134,-83.172,"anthophyllite asbestos","not reported","dunite, peridotite",ofr20051189
540,NC,Macon,"unnamed occurrence",occurrence,35.155,-83.299,asbestos,talc,amphibolite,ofr20051189
541,NC,Jackson,"Henderson mine","past producer",35.165,-83.167,"anthophyllite asbestos","not reported","not reported",ofr20051189
542,NC,Transylvania,"Walnut Cove mine","past producer",35.17,-82.92,"anthophyllite asbestos","talc, chlorite, vermiculite",peridotite,ofr20051189
543,NC,Jackson,"Holden mine","past producer",35.182,-83.115,"anthophyllite asbestos","not reported",dunite,ofr20051189
544,NC,Jackson,"Alders mine","past producer",35.185,-83.113,"anthophyllite asbestos",talc,peridotite,ofr20051189
545,NC,Transylvania,"Kilpatrick mine","past producer",35.188,-82.922,"anthophyllite asbestos","talc, chlorite",dunite,ofr20051189
546,NC,Macon,"Deposit Number Nine",occurrence,35.19,-83.28,chrysotile,"olivine, vermiculite, chlorite, chromite, antigorite",dunite,ofr20051189
547,NC,Macon,"Higdon mine","past producer",35.19,-83.277,"anthophyllite asbestos",olivine,dunite,ofr20051189
548,NC,Jackson,"Harris prospect","past prospect",35.212,-82.978,"anthophyllite asbestos","vermiculite, talc, tourmaline","dunite or peridotite",ofr20051189
549,NC,Jackson,"Chesnut Gap chromite prospect",occurrence,35.375,-83.149,"anthophyllite asbestos","chromite, talc, vermiculite",dunite,ofr20051189
550,NC,Jackson,"Addie chromite prospect",occurrence,35.3992,-83.1593,"anthophyllite asbestos","chromite, talc, chlorite",dunite,ofr20051189
551,NC,Jackson,"Balsam Gap olivine deposit",occurrence,35.43,-83.087,chrysotile,"olivine, antigorite, talc, bronzite, chromite, magnetite, chlorite",dunite,ofr20051189
552,NC,Caldwell,"Johns River mine","past producer",35.884,-81.703,"anthophyllite asbestos","serpentine, olivine, magnetite, chlorite, magnesite, talc",dunite,ofr20051189
553,NC,Yancey,"Blue Rock mine","past producer",35.8922,-82.1872,"anthophyllite asbestos","chlorite, talc, magnetite, olivine, serpentine","ultramafic rock",ofr20051189
554,NC,Yancey,"C.W. Allen prospect (Cane River mine)","past producer",35.894,-82.373,"anthophyllite asbestos","olivine, serpentine, chlorite",dunite,ofr20051189
555,NC,Mitchell,"unnamed occurrences",occurrence,35.896,-82.065,"anthophyllite asbestos","tremolite, olivine, magnetite, talc","peridotite, dunite",ofr20051189
556,NC,Yancey,"Newdale mine","past producer",35.916,-82.2003,"anthophyllite asbestos","enstatite, talc, olivine, chlorite, serpentine, magnetite, chromite, vermiculite",dunite,ofr20051189
557,NC,Yancey,"Sam Grindstaff mine","past producer",35.9653,-82.2168,"anthophyllite asbestos","not reported",dunite,ofr20051189
558,NC,Yancey,"Day Book dunite deposit",occurrence,35.97,-82.289,"anthophyllite asbestos","olivine, talc, vermiculite, chromite, enstatite, tremolite, antigorite, ferroan phlogopite, bronzite, chlorite",dunite,ofr20051189
559,NC,Yancey,"J.C. Woody mine","past producer",35.978,-82.21,"anthophyllite asbestos","talc, chlorite, vermiculite, magnetite, limonite",dunite,ofr20051189
560,NC,Yancey,"Cas Thomas prospect","past prospect",35.984,-82.194,"anthophyllite asbestos","not reported",pyroxenite,ofr20051189
561,NC,Mitchell,"J.H. Pannell prospect","past prospect",36.0025,-82.1467,"anthophyllite asbestos, chrysotile","olivine, serpentine",peridotite,ofr20051189
562,NC,Mitchell,"Soapstone Branch prospect",occurrence,36.025,-82.06,"anthophyllite asbestos","talc, serpentine, olivine, chlorite, tremolite and/or actinolite, chromite","peridotite, dunite",ofr20051189
563,NC,Avery,"unnamed prospect","past prospect",36.044,-81.939,"anthophyllite asbestos","not reported","ultramafic body",ofr20051189
564,NC,Avery,"unnamed prospect","past prospect",36.05,-81.97,"anthophyllite asbestos","not reported","ultramafic body",ofr20051189
565,NC,Avery,"Burleson mine","past producer",36.058,-81.952,"anthophyllite asbestos","talc, enstatite",pyroxenite,ofr20051189
566,NC,Avery,"Frank mine","past producer",36.07,-82.002,"anthophyllite asbestos","enstatite, bronzite, talc, vermiculite, olivine, antigorite, chlorite, chromite",dunite,ofr20051189
567,NC,Wilkes,"unnamed prospect","past prospect",36.19,-81.17,chrysotile,serpentine,serpentinite,ofr20051189
