ref_id,short_ref,reference,onlink,source
266,"Booth (1841)","Booth, J.C., 1841, Memoir of the Geological Survey of the State of Delaware, including the application of the geological observations to agriculture: Dover, Del., S. Kimmey, 188 p.",,ofr20051189
267,"Boudette (1982)","Boudette, E.L., 1982, Ophiolite assemblage of early Paleozoic age in central western Maine, in St-Julien, P., and Beland, J., eds., Major structural zones and faults of the northern Appalachians: Geological Association of Canada Special Paper 24, p. 209-230.",,ofr20051189
268,"Boudette (1991)","Boudette, E.L., 1991, Geologic map of the Kennebago Lake quadrangle, Franklin County, Maine: U.S. Geological Survey Miscellaneous Investigations Series Map I-2058, scale 1:62,500.","http://pubs.er.usgs.gov/publication/i2058",ofr20051189
270,"Britton (1882)","Britton, N.L., 1882, On the geology of Richmond County, N.Y.: Annals of the New York Academy of Sciences, v. 2, nos. 1 and 2, p. 161-182.",,ofr20051189
271,"Brobst (1962)","Brobst, D.A., 1962, Geology of the Spruce Pine district, Avery, Mitchell, and Yancey Counties, North Carolina: U.S. Geological Survey Bulletin 1122-A, 26 p., 1 plate, scale 1:24,000.","http://pubs.er.usgs.gov/publication/b1122A",ofr20051189
272,"Brooks (1989)","Brooks, J.R., 1989, The industrial minerals and rodingite dikes of the Hunting Hill serpentinite mass, Montgomery County, Maryland: Washington, D.C., American Geophysical Union, 28th International Geological Congress Field Trip Guidebook T243, 5 p.",,ofr20051189
273,"Brown (1937)","Brown, C.B., 1937, Outline of the geology and mineral resources of Goochland County, Virginia: Virginia Geology Survey Bulletin 48, County Series No. 1, 68 p., 10 plates.",,ofr20051189
274,"Bryant (1962)","Bryant, Bruce, 1962, Geology of the Linville quadrangle, North Carolina-Tennessee--A preliminary report: U.S. Geological Survey Bulletin 1121-D, 30 p., 1 plate, scale 1:62,500.","http://pubs.er.usgs.gov/publication/b1121D",ofr20051189
275,"Burmeister and Matthews (1962)","Burmeister, H.L., and Matthews, I.E., 1962, Mining and milling methods and costs, Vermont Asbestos Mines, The Ruberoid Co., Hyde Park, Vt.: U.S. Bureau of Mines Information Circular 8068, 43 p.",,ofr20051189
276,"Cady and others (1963)","Cady, W.M., Albee, A.L., and Chidester, A.H., 1963, Bedrock geology and asbestos deposits of the upper Missisquoi Valley and vicinity, Vermont: U.S. Geological Survey Bulletin 1122-B, 78 p., 1 plate.","http://pubs.er.usgs.gov/publication/b1122B",ofr20051189
277,"Canfield (1889)","Canfield, F.A., 1889, Catalogue of minerals found in New Jersey, in Final report of the State geologist for the year 1888: Geological Survey of New Jersey, p. 1-24.",,ofr20051189
278,"Chatman (1985)","Chatman, M.L., 1985, Maps showing mines, prospects, and mineral sites in the Tray Mountain Roadless Area and vicinity, northern Georgia: U.S. Geological Survey Miscellaneous Field Studies Map MF-1347-C, scale 1:30,000.","http://pubs.er.usgs.gov/publication/mf1347C",ofr20051189
279,"Chester (1901)","Chester, A.H., 1901, Mineralogical notes and explorations, in Annual report of the State geologist for the year 1900: Geological Survey of New Jersey, p. 175-188.",,ofr20051189
280,"Chester and Cairns (1887)","Chester, A.H., and Cairns, F.I., 1887, Crocidolite from Cumberland, R.I.: The American Journal of Science, third series, v. 34, p. 108-111.",,ofr20051189
281,"Chidester (1962)","Chidester, A.H., 1962, Petrology and geochemistry of selected talc-bearing ultramafic rocks and adjacent country rocks in north-central Vermont: U.S. Geological Survey Professional Paper 345, 207 p., 7 plates.","http://pubs.er.usgs.gov/publication/pp345",ofr20051189
282,"Chidester and others (1978)","Chidester, A.H., Albee, A.L., and Cady, W.M., 1978, Petrology, structure, and genesis of the asbestos-bearing ultramafic rocks of the Belvidere Mountain area in Vermont: U.S. Geological Survey Professional Paper 1016, 95 p., 4 plates.","http://pubs.er.usgs.gov/publication/pp1016",ofr20051189
283,"Chidester and others (1951)","Chidester, A.H., Billings, M.P., and Cady, W.M., 1951, Talc investigations in Vermont--Preliminary report: U.S. Geological Survey Circular 95, 33 p., 1 plate.","http://pubs.er.usgs.gov/publication/cir95",ofr20051189
284,"Chidester and Shride (1962)","Chidester, A.H., and Shride, A.F., 1962, Asbestos in the United States--Exclusive of Alaska and Hawaii: U.S. Geological Survey Mineral Investigations Resource Map MR-17, scale 1:3,168,000, includes 11 p. pamphlet.","http://pubs.er.usgs.gov/publication/mr17",ofr20051189
285,"Chidester and others (1952)","Chidester, A.H., Stewart, G.W., and Morris, D., 1952, Geologic map of the Barnes Hill talc prospect, Waterbury, Vermont: U.S. Geological Survey Mineral Investigations Field Studies Map MF-7.","http://pubs.er.usgs.gov/publication/mf7",ofr20051189
286,"Cichetti (1977)","Cichetti, M.J., 1977, Serpentinites of the New York City area--A study of the origin and petrology: Newark, N.J., Rutgers University M.S. thesis, 55 p.",,ofr20051189
287,"Conrad and Vanecek (1995)","Conrad, D.L., and Vanecek, D.M., 1995, Industrial minerals of Vermont--200 years and going strong, in Walker, B.J., ed., Proceedings, 28th Forum on the Geology of Industrial Minerals, Martinsburg, West Virginia, May 3-8, 1992: West Virginia Geological and Economic Survey Circular C-46, p. 95-102.",,ofr20051189
288,"Conrad and others (1963)","Conrad, S.G., Wilson, W.F., Allen, E.P., and Wright, T.J., 1963, Anthophyllite asbestos in North Carolina: North Carolina Department of Conservation and Development, Division of Mineral Resources, Bulletin No. 77, 61 p., 7 plates.",,ofr20051189
289,"Cook (1868)","Cook, G.H., 1868, Geology of New Jersey: Geological Survey of New Jersey, 899 p.",,ofr20051189
290,"Cook (1874)","Cook, G.H., 1874, Annual report of the State geologist for 1874: Geological Survey of New Jersey, 128 p.",,ofr20051189
291,"Cook (1879)","Cook, G.H., 1879, List of iron mines in New Jersey, with notes, in Annual report of the State geologist for the year 1879: Geological Survey of New Jersey, p. 36-102.",,ofr20051189
292,"Cook (1978)","Cook, R.B., 1978, Minerals of Georgia--Their properties and occurrences: Georgia Department of Natural Resources, Geologic and Water Resources Division, Bulletin 92, 189 p.",,ofr20051189
293,"Cressey and Spratt (1993)","Cressey, Gordon, and Spratt, John, 1993, Electron and X-ray petrography of an unusual serpentine from the Tilly Foster mine, Brewster, New York: Canadian Mineralogist, v. 31, p. 447-458.",,ofr20051189
294,"Dietrich (1953)","Dietrich, R.V., 1953, Virginia mineral localities: Bulletin of the Virginia Polytechnic Institute, Engineering Experiment Station Series No. 88, v. 46, no. 11, 57 p.",,ofr20051189
295,"Dietrich (1955)","Dietrich, R.V., 1955, Additions to Virginia mineral localities: Bulletin of the Virginia Polytechnic Institute, Engineering Experiment Station Series No. 105, v. 49, no. 1, 31 p.",,ofr20051189
297,"Drake (1986)","Drake, A.A., Jr., 1986, Geologic map of the Fairfax quadrangle, Fairfax County, Virginia: U.S. Geological Survey Geologic Quadrangle Map GQ-1600, scale 1:24,000.","http://pubs.er.usgs.gov/publication/gq1600",ofr20051189
298,"Drake and Lee (1989)","Drake, A.A., Jr., and Lee, K.Y., 1989, Geologic map of the Vienna quadrangle, Fairfax County, Virginia, and Montgomery County, Maryland: U.S. Geological Survey Geologic Quadrangle Map GQ-1670, scale 1:24,000.","http://pubs.er.usgs.gov/publication/gq1670",ofr20051189
299,"Drake and Morgan (1981)","Drake, A.A., Jr., and Morgan, B.A., 1981, The Piney Branch complex--A metamorphosed fragment of the central Appalachian ophiolite in northern Virginia: American Journal of Science, v. 281, p. 484-508.",,ofr20051189
300,"Drake and others (1994)","Drake, A.A., Jr., Froelich, A.J., Weems, R.E., and Lee, K.Y., 1994, Geologic map of the Manassas quadrangle, Fairfax and Prince William Counties, Virginia: U.S. Geological Survey Geologic Quadrangle Map GQ-1732, scale 1:24,000.","http://pubs.er.usgs.gov/publication/gq1732",ofr20051189
301,"Dusek and Yetman (2002)","Dusek, C.J., and Yetman, J.M., 2002, Control and prevention of asbestos exposure from construction in naturally occurring asbestos: Fairfax, Va., Fairfax County Health Department, Air Pollution Control Division, 17 p.","http://www.co.fairfax.va.us/service/hd/hdpdf/tbrdpubfin.pdf",ofr20051189
302,"Emerson (1898)","Emerson, B.K., 1898, Geology of Old Hampshire County, Massachusetts, comprising Franklin, Hampshire, and Hampden Counties: U.S. Geological Survey Monograph 29, 790 p., 35 plates.","http://pubs.er.usgs.gov/publication/m29",ofr20051189
303,"Emerson (1917)","Emerson, B.K., 1917, Geology of Massachusetts and Rhode Island: U.S. Geological Survey Bulletin 597, 289 p., 10 plates.","http://pubs.er.usgs.gov/publication/b597",ofr20051189
304,"Engel (1962)","Engel, A.E.J., 1962, The Precambrian geology and talc deposits of the Balmat-Edwards district, northwest Adirondack Mountains, New York: U.S. Geological Survey Open-File Report 62-43, released June 15, 1962, 357 pages, 53 plates.","http://pubs.er.usgs.gov/publication/ofr6243",ofr20051189
306,"Foord and others (1981)","Foord, E.E., Heyl, A.V., and Conklin, N.M., 1981, Chromium minerals at the Line Pit, State Line chromite district, Pennsylvania and Maryland: The Mineralogical Record, v. 12, no. 3 (May-June 1981), p. 149-156.",,ofr20051189
307,"Froelich (1975)","Froelich, A.J., 1975, Map showing mineral resources of Montgomery County, Maryland: U.S. Geological Survey Miscellaneous Investigations Series Map I-920-E, scale 1:62,500.","http://pubs.er.usgs.gov/publication/i920E",ofr20051189
308,"Frondel (1946)","Frondel, Clifford, 1946, Minerals from a Vermont asbestos quarry: Rocks and Minerals, v. 21, no. 8, p. 490-491.",,ofr20051189
309,"Frondel (1972)","Frondel, C., 1972, The minerals of Franklin and Sterling Hill--A check list: New York, Wiley-Interscience, 94 p.",,ofr20051189
310,"Ganung (1963)","Ganung, George, 1963, Occurrence of anthophyllite in Nepaug, Conn.: Rocks and Minerals, v. 38, nos. 3-4, p. 136-137.",,ofr20051189
311,"Genth (1875)","Genth, F.A., 1875, Preliminary report on the mineralogy of Pennsylvania: Second Geological Survey of Pennsylvania--1874, Mineralogy, B, 238 p.",,ofr20051189
312,"Georgia Department of Mines, Mining and Geology (1951)","Georgia Department of Mines, Mining and Geology, 1951, Mineral resources of Union, Towns, Lumpkin and White Counties, Georgia: Georgia Department of Mines, Mining and Geology map, scale 1:126,720.",,ofr20051189
313,"Germine (1981)","Germine, Mark, 1981, Asbestiform serpentine and amphibole group minerals in the northern New Jersey area: Newark, N.J., Rutgers University M.S. thesis, 239 p.",,ofr20051189
314,"Germine (1982)","Germine, Mark, 1982, Mineralogy and amphibole fiber content in samples from the Limestone Products quarries in Franklin and Sparta: New Jersey Geological Survey Open-File Report 82-1, 51 p.",,ofr20051189
315,"Germine (1986)","Germine, Mark, 1986, Asbestiform and non-asbestiform amphiboles, cadmium, and zinc in quarry samples of marble from Franklin and Sparta, Sussex County, New Jersey: New Jersey Geological Survey Geologic Report 15, 19 p.",,ofr20051189
316,"Germine and Puffer (1981)","Germine, Mark, and Puffer, J.H., 1981, Distribution of asbestos in the bedrock of the northern New Jersey area: Environmental Geology, v. 3, p. 337-351.",,ofr20051189
317,"Geyer and others (1976)","Geyer, A.R., Smith, R.C., II, and Barnes, J.H., 1976, Mineral collecting in Pennsylvania [4th ed.]: Pennsylvania Department of Environmental Resources, Topographic and Geologic Survey, General Geology Report 33, 260 p.",,ofr20051189
318,"Gillson (1927)","Gillson, J.L., 1927, Origin of the Vermont talc deposits, with a discussion on the formation of talc in general: Economic Geology, v. 22, no. 3, p. 246-287.","http://econgeol.geoscienceworld.org/cgi/reprint/22/3/246",ofr20051189
319,"Gordon (1922)","Gordon, S.G., 1922, The mineralogy of Pennsylvania: The Academy of Natural Sciences of Philadelphia Special Publication No. 1, 255 p.",,ofr20051189
320,"Gray and Lapham (1961)","Gray, Carlyle, and Lapham, D.M., 1961, Guide to the geology of Cornwall, Pennsylvania: Pennsylvania Geological Survey, Fourth Series, Bulletin G 35, 18 p., 2 plates.",,ofr20051189
321,"Hadden (1996)","Hadden, S.H., 1996, Minerals of the quarries of Lowell-Eden, Vermont: Rocks and Minerals, v. 71, no. 4, p. 236-244.",,ofr20051189
322,"Haque and others (1956)","Haque, J.M., Baum, J.L., Herrmann, L.A., and Pickering, R.J., 1956, Geology and structure of the Franklin-Sterling area, New Jersey: Geological Society of America Bulletin, v. 67, p. 435-474.","http://gsabulletin.gsapubs.org/content/67/4/435.full.pdf+html",ofr20051189
323,"Harwood (1973)","Harwood, D.S., 1973, Bedrock geology of the Cupsuptic and Arnold Pond quadrangles, west-central Maine: U.S. Geological Survey Bulletin 1346, 90 p., 2 plates.","http://pubs.er.usgs.gov/publication/b1346",ofr20051189
324,"Hayden (1833)","Hayden, H.H., 1833, Description of the Bare Hills near Baltimore: American Journal of Science and Arts, v. 24, no. 2, p. 349-360.",,ofr20051189
325,"Herz (1958)","Herz, Norman, 1958, Bedrock geology of the Cheshire quadrangle, Massachusetts: U.S. Geological Survey Geologic Quadrangle Map GQ-108, scale 1:31,680.","http://pubs.er.usgs.gov/publication/gq108",ofr20051189
326,"Hollick (1902)","Hollick, A., 1902, Notes on recent exposures in the soapstone rock: Proceedings of the Natural Science Association of Staten Island, v. 8, p. 41-42.",,ofr20051189
327,"Hopkins (1914)","Hopkins, O.B., 1914, A report on the asbestos, talc and soapstone deposits of Georgia: Geological Survey of Georgia Bulletin No. 29, 319 p.",,ofr20051189
328,"Hopkins (1915)","Hopkins, O.B., 1915, Asbestos deposits of Georgia: Transactions of the American Institute of Mining Engineers, v. 50, p. 964-973.",,ofr20051189
329,"Hunter (1941)","Hunter, C.E., 1941, Forsterite olivine deposits of North Carolina and Georgia: North Carolina Department of Conservation and Development, Division of Mineral Resources, Bulletin No. 41, 117 p.",,ofr20051189
330,"Hunter and others (1942)","Hunter, C.E., Murdock, T.G., and MacCarthy, G.R., 1942, Chromite deposits of North Carolina: North Carolina Department of Conservation and Development, Division of Mineral Resources, Bulletin No. 42, 39 p.",,ofr20051189
331,"Hurley and Thompson (1950)","Hurley, P.M., and Thompson, J.B., 1950, Airborne magnetometer and geological reconnaissance survey in northwestern Maine: Geological Society of America Bulletin, v. 61, no. 8, p. 835-841.","http://gsabulletin.gsapubs.org/content/61/8/835.full.pdf+html",ofr20051189
332,"Januzzi (1959)","Januzzi, R.E., 1959, The minerals of western Connecticut and southeastern New York State--Complete with locality maps to major collecting areas: Danbury, Conn., The Mineralogical Press, 106 p.",,ofr20051189
333,"Januzzi (1961)","Januzzi, R.E., 1961, The mineralogy of Connecticut and southeastern New York State--Directions to over sixty mineral localities: Danbury, Conn., The Mineralogical Press, 257 p.",,ofr20051189
334,"Kaas (1996)","Kaas, L.M., ed., 1996, Indices to U.S. Bureau of Mines mineral resources records: U.S. Bureau of Mines Special Publication 96-2, 1 CD-ROM.",,ofr20051189
335,"Kalousek and Muttart (1957)","Kalousek, G.I., and Muttart, L.E., 1957, Studies of the chrysotile and antigorite components of serpentine: American Mineralogist, v. 42, p. 1-22.","http://www.minsocam.org/ammin/AM42/AM42_1.pdf",ofr20051189
336,"Keith and Bain (1932)","Keith, S.B., and Bain, G.W., 1932, Chrysotile asbestos--I, chrysotile veins: Economic Geology, v. 27, no. 2, p. 169-188.","http://econgeol.geoscienceworld.org/cgi/reprint/27/2/169",ofr20051189
337,"Kemp (1901)","Kemp, J.F., 1901, Notes on the occurrence of asbestos in Lamoille and Orleans Counties, Vt., in Mineral resources of the United States, calendar year 1900: U.S. Geological Survey, p. 862-866.",,ofr20051189
338,"King and Foord (1994)","King, V.T., and Foord, E.E., 1994, Mineralogy of Maine--Volume 1, Descriptive mineralogy: Maine Geological Survey, Department of Conservation, 418 p.",,ofr20051189
339,"Kulp and Brobst (1954)","Kulp, J.L., and Brobst, D.A., 1954, Notes on the dunite and the geochemistry of vermiculite at the Day Book dunite deposit, Yancey County, North Carolina: Economic Geology, v. 49, p. 211-220.","http://econgeol.geoscienceworld.org/cgi/reprint/49/2/211",ofr20051189
340,"Kushner (1974)","Kushner, E.F., 1974, A guide to mineral collecting at Franklin and Sterling Hill, New Jersey: Paterson, N.J., Ervan F. Kushner Books, 91 p.",,ofr20051189
341,"Lapham (1962a)","Lapham, D.M., 1962a, Geology of the Cedar Hill serpentinite quarry, in Northern Field Excursion Guidebook, International Mineralogical Association, Third General Congress, Washington, D.C.: International Mineralogical Association, p. 43-49.",,ofr20051189
342,"Lapham (1962b)","Lapham, D.M., 1962b, Magnetite mine, Cornwall, Pennsylvania, in Northern Field Excursion Guidebook, International Mineralogical Association, Third General Congress, Washington, D.C.: International Mineralogical Association, p. 36-40.",,ofr20051189
343,"Larrabee (1969)","Larrabee, D.M., 1969, Serpentinite and rodingite in the Hunting Hill quarry, Montgomery County, Maryland: U.S. Geological Survey Bulletin 1283, 34 p., 2 plates.","http://pubs.er.usgs.gov/publication/b1283",ofr20051189
344,"Lewis (1909)","Lewis, J.V., 1909, Building stones of New Jersey, in Annual report of the State geologist for the year 1908: Geological Survey of New Jersey, p. 53-124.",,ofr20051189
345,"Manchester (1931)","Manchester, J.G., 1931, The minerals of New York City and environs: New York, Afferton Press, 168 p.",,ofr20051189
346,"Maresca (1984)","Maresca, G.P., 1984, Asbestos in water supplies of the northern New Jersey area--Source, concentration, mineralogy, and size distribution: Newark, N.J., Rutgers University M.S. thesis, 192 p.",,ofr20051189
347,"Maresca and others (1983)","Maresca, G.P., Puffer, J.H., and Germine, Mark, 1983, Chrysotile asbestos content of Silver Lake Reservoir, Staten Island, New York: Geological Society of America Abstracts with Programs, v. 15, no. 3, p. 138.",,ofr20051189
348,"Maresca and others (1984)","Maresca, G.P., Puffer, J.H., and Germine, Mark, 1984, Asbestos in lake and reservior waters of Staten Island, New York--Source, concentration, mineralogy, and size distribution: Environmental Geology and Water Sciences, v. 6, no. 4, p. 201-210.",,ofr20051189
349,"Marsters (1904)","Marsters, W.F., 1904, A preliminary report on a portion of the serpentine belt of Lamoille and Orleans Counties, in Report of the state geologist on the mineral industries and geology of certain areas of Vermont, 1903-1904: Montpelier, Vt., Argus and Patriot Printing House, p. 86-102.",,ofr20051189
350,"Marsters (1905)","Marsters, V.F., 1905, Petrography of the amphibolite, serpentine, and associated asbestos deposits of Belvidere Mountain, Vermont: Geological Society of America Bulletin, v. 16, p. 419-446.",,ofr20051189
351,"Mason (1960)","Mason, B.H., 1960, Trap rock minerals of New Jersey: New Jersey Department of Conservation and Economic Development Bulletin, v. 64, 51 p.",,ofr20051189
352,"McCallie (1910)","McCallie, S.W., 1910, A preliminary report on the mineral resources of Georgia: Geological Survey of Georgia Bulletin No. 23, p. 33-36.",,ofr20051189
353,"Medici (1972)","Medici, J.C., 1972, Minerals of the Fairfax quarry, Centreville, Virginia: The Mineralogical Record, v. 3, no. 4, p. 173-179.",,ofr20051189
354,"Merrill (1888)","Merrill, G.P., 1888, On the serpentine of Montville, N.J.: Proceedings of the National Museum, v. 11, p. 105-111.",,ofr20051189
355,"Metsger (1962)","Metsger, R.W., 1962, Notes on the Sterling Hill ore body, Ogdensburg, N.J., in Northern Field Excursion Guidebook, International Mineralogical Association, Third General Congress, Washington, D.C.: International Mineralogical Association, p. 12-18.",,ofr20051189
356,"Metsger and others (1966)","Metsger, R.W., Tennant, C.B., and Rhoda, T.L., 1958, Geochemistry of the Sterling Hill zinc deposit, Sussex County, N.J.: Geological Society of America Bulletin, v. 69, p. 775-788.","http://gsabulletin.gsapubs.org/content/69/6/775.full.pdf+html",ofr20051189
357,"Mitchell (1999)","Mitchell, J.R., 1999, Some little-known history of a Pennsylvania amethyst occurrence--Rediscovering Smedley's last amethyst mine: Matrix, v. 7, no. 4, p. 167-176.",,ofr20051189
358,"Montgomery (1955)","Montgomery, A., 1955, Paragenesis of the serpentine-talc deposits near Easton, PA: Proceedings of the Pennsylvania Academy of Sciences, v. 29, p. 203-215.",,ofr20051189
359,"Montgomery (1962)","Montgomery, Arthur, 1962, Serpentine near Easton, Pennsylvania, in Northern Field Excursion Guidebook, International Mineralogical Association, Third General Congress, Washington, D.C.: International Mineralogical Association, p. 24-27.",,ofr20051189
360,"Morrill and Hinckley (1959)","Morrill, Philip, and Hinckley, W.P., 1959, Maine mines and minerals--Vol. 2, eastern Maine: Naples, Maine, Dillingham Natural History Museum, 80 p.",,ofr20051189
361,"Murdock and Hunter (1946)","Murdock, T.G., and Hunter, C.E., 1946, The vermiculite deposits of North Carolina: North Carolina Department of Conservation and Development, Division of Mineral Resources, Bulletin No. 50, 44 p.",,ofr20051189
362,"Murphy and Lacroix (1969)","Murphy, V.J., and Lacroix, A.V., 1969, Magnetic surveys of ultramafic bodies in the vicinity of Lowell, Vermont: Montpelier, Vt., Department of Water Resources, Vermont Geological Survey, Economic Geology No. 6, 40 p., 2 plates.",,ofr20051189
363,"Neathery (1968)","Neathery, T.L., 1968, Talc and anthophyllite asbestos deposits in Tallapoosa and Chambers Counties, Alabama: Geological Survey of Alabama Bulletin 90, 98 p.",,ofr20051189
364,"Neathery and others (1967)","Neathery, T.L., LeVan, H.P., Ahrenholz, H.W., and O'Neill, J.F., 1967, Talc and asbestos at Dadeville, Ala.: U.S. Bureau of Mines Report of Investigations 7045, 57 p.",,ofr20051189
365,"Newland (1901)","Newland, D.H., 1901, The serpentines of Manhattan Island and vicinity and their accompanying minerals: New York City, N.Y., Columbia University, The School of Mines Quarterly, v. 22, p. 307-317, 399-410.",,ofr20051189
366,"Newland (1921)","Newland, D.H., 1921, The mineral resources of the state of New York: New York State Museum Bulletin, nos. 223-224, 315 p.",,ofr20051189
367,"Ostrander and others (1946)","Ostrander, C.W., Mather, L.B., and Palmer, E.M., 1946, The history of chromium and its development in Maryland: Baltimore, Md., The Natural History Society of Maryland, Maryland--A Journal of Natural History, v. 16, no. 1, p. 2-24.",,ofr20051189
368,"Ostrander and Price (1940)","Ostrander, C.W., and Price, W.E., Jr., 1940, Minerals of Maryland: Baltimore, Md., Natural History Society of Maryland, 92 p.",,ofr20051189
369,"Palache (1935)","Palache, C., 1935, The minerals of Franklin and Sterling Hill, Sussex County, N.J.: U.S. Geological Survey Professional Paper 180, 135 p.","http://pubs.er.usgs.gov/publication/pp180",ofr20051189
370,"Pate (1980)","Pate, M.L., 1980, Gold, pyrite and asbestos deposits of the Villa Rica mining district, west-central Georgia--A preliminary report: Georgia Geologic Survey Open-File Report 81-3, 24 p.",,ofr20051189
371,"Pavlides (1965)","Pavlides, Louis, 1965, Geology of the Bridgewater quadrangle, Aroostook County, Maine: U.S. Geological Survey Bulletin 1206, 72 p., 3 plates.","http://pubs.er.usgs.gov/publication/b1206",ofr20051189
372,"Pearre (1956)","Pearre, N.C., 1956, Mineral deposits and occurrences in Massachusetts and Rhode Island, exclusive of clay, sand and gravel, and peat: U.S. Geological Survey Mineral Investigations Resource Map MR-4, scale 1:500,000.","http://pubs.er.usgs.gov/publication/mr4",ofr20051189
373,"Pearre and Calkins (1957)","Pearre, N.C., and Calkins, J.A., 1957, Mineral deposits and occurrences in Vermont exclusive of clay, sand and gravel, and peat: U.S. Geological Survey Mineral Investigations Resource Map MR-5, scale 1:500,000.","http://pubs.er.usgs.gov/publication/mr5",ofr20051189
374,"Pearre and Heyl (1960)","Pearre, N.C., and Heyl, A.V., Jr., 1960, Chromite and other mineral deposits in serpentine rocks of the Piedmont Upland, Maryland, Pennsylvania, and Delaware: U.S. Geological Survey Bulletin 1082-K, p. 707-833, plates 40-47.","http://pubs.er.usgs.gov/publication/b1082K",ofr20051189
375,"Peck (1905)","Peck, F.B., 1905, The talc deposits of Phillipsburg, N.J., and Easton, Penn., in Annual report of the State geologist for the year 1904: Geological Survey of New Jersey, p. 163-185.",,ofr20051189
376,"Perry (1929)","Perry, E.L., 1929, The geology of Bridgewater and Plymouth Townships, Vermont, in Report of the state geologist on the mineral industries and geology of Vermont, 1927-1928: Burlington, Vt., Free Press Printing Co., p. 1-64.",,ofr20051189
377,"Peters and Peters (1978)","Peters, T.A., and Peters, J.J., 1978, Famous mineral localities--Paterson, New Jersey: Mineralogical Record, v. 9, no. 3, p. 157-179.",,ofr20051189
378,"Phillips and Hess (1936)","Phillips, A.H., and Hess, H.H., 1936, Metamorphic differentiation at contacts between serpentinite and siliceous country rocks: American Mineralogist, v. 21, no. 6, p. 333-362.","http://www.minsocam.org/ammin/AM21/AM21_333.pdf",ofr20051189
379,"Pratt and Lewis (1905)","Pratt, J.H., and Lewis, J.V., 1905, Corundum and the peridotites of western North Carolina: Raleigh, N.C., North Carolina Geological Survey [report], v. 1, 464 p.",,ofr20051189
380,"Puffer and Germine (1994)","Puffer, J.H., and Germine, Mark, 1994, The Staten Island meta-peridotite, in Benimoff, A.I., ed., Geology of Staten Island, Field guide and proceedings, Eleventh Annual Meeting of the Geological Association of New Jersey, October 14-15, 1994: Somerset, N.J., Geological Association of New Jersey, p. 1-23.",,ofr20051189
381,"Puffer and others (1980)","Puffer, J.H., Germine, M., Hurtubise, D.O., Mrotek, K.A., and Bello, D.M., 1980, Asbestos distribution in the Central Serpentine District of Maryland-Pennsylvania: Environmental Research, v. 23, p. 233-246.",,ofr20051189
382,"Puffer and others (1983)","Puffer, J.H., Maresca, G.P., and Germine, Mark, 1983, Asbestos in water supplies of the northern New Jersey area--Source, concentration, mineralogy, and size distribution, final report: Newark, N.J., Rutgers University, Center for Coastal and Environmental Studies, Division of Water Resources, 87 p.",,ofr20051189
383,"Puffer and others (1993)","Puffer, J.H., Germine, Mark, and Panganamamula, R.V., 1993, Distribution of asbestos in the serpentinites of Staten Island, New York and Castle Point, New Jersey: Geological Society of America Abstracts with Programs, v. 25, no. 6, p. A-350.",,ofr20051189
384,"Quinn and others (1949)","Quinn, A.W., Ray, R.G., and Seymour, W.L., 1949, Bedrock geology--Pawtucket quadrangle, Rhode Island-Massachusetts: U.S. Geological Survey Geologic Quadrangle Map No. 1, scale 1:31,680.","http://pubs.er.usgs.gov/publication/gq1",ofr20051189
385,"Rand and others (1893)","Rand, T.D., Jefferis, W.W., and Cardeza, J.T.M., 1893, Mineral localities of Philadelphia and vicinity: Proceedings of the Academy of Natural Sciences of Philadelphia--1892, v. 44, p. 174-202.",,ofr20051189
386,"Ratcliffe (1984)","Ratcliffe, N.M., 1984, Bedrock geologic map of the Pittsfield East quadrangle, Berkshire County, Massachusetts: U.S. Geological Survey Geologic Quadrangle Map GQ-1574, scale 1:24,000.","http://pubs.er.usgs.gov/publication/gq1574",ofr20051189
387,"Reifsneider (1925)","Reifsneider, L.B., 1925, Amphibole asbestos deposits at Hollywood, Ga.--Their development and treatment: Engineering and Mining Journal-Press, v. 119, no. 15, p. 606-608.",,ofr20051189
388,"Richardson (1910)","Richardson, C.H., 1910, Asbestos in Vermont, in Report of the state geologist on the mineral industries and geology of certain areas of Vermont, 1909-1910: Bellows Falls, Vt., P.H. Gobie Press, p. 315-330.",,ofr20051189
389,"Rohl and others (1977)","Rohl, A.N., Langer, A.M., and Selikoff, I.J., 1977, Environmental asbestos pollution related to use of quarried serpentine rock: Science, v. 196, no. 4296, p. 1319-1322.",,ofr20051189
391,"Ross and others (1968)","Ross, Malcolm, Smith, W.L., and Ashton, W.H., 1968, Triclinic talc and associated amphiboles from Gouverneur mining district, New York: The American Mineralogist, v. 53, p. 751-769.","http://www.minsocam.org/ammin/AM53/AM53_751.pdf",ofr20051189
392,"Russell (1882)","Russell, I.C., 1882, On the geology of Hudson County, New Jersey: Annals of the New York Academy of Sciences, v. 2, p. 27-80.",,ofr20051189
393,"Seymour (1868)","Seymour, E., 1868, List of minerals in New Jersey, in Geology of New Jersey: Geological Survey of New Jersey, p. 743-750.",,ofr20051189
394,"Shannon (1919)","Shannon, E.V., 1919, Famous mineral localities--The Pelham asbestus mine, Massachusetts: American Mineralogist, v. 4, no. 4, p. 37-39.","http://www.minsocam.org/ammin/AM4/AM4_37.pdf",ofr20051189
395,"Shannon (1927)","Shannon, E.V., 1927, The serpentine locality of Montville, New Jersey: American Mineralogist, v. 12, p. 53-55.","http://www.minsocam.org/ammin/AM12/AM12_53.pdf",ofr20051189
